Datetime,ST05,ST10,ST20,ST40,ST80,ST160,SM05,SM10,SM20,SM40,SM80,SM160
1/16/2016 5:00,-3.44,-2.999,-2.626,-1.004,0.344,2.781,0.068,0.067,0.071,0.082,0.075,0.074
1/16/2016 5:30,-3.493,-3.02,-2.625,-1,0.343,2.781,0.067,0.067,0.071,0.082,0.075,0.074
1/16/2016 6:00,-3.559,-3.05,-2.625,-0.997,0.342,2.779,0.067,0.067,0.071,0.082,0.075,0.074
1/16/2016 6:30,-3.619,-3.085,-2.626,-0.992,0.341,2.779,0.067,0.067,0.071,0.082,0.075,0.074
1/16/2016 7:00,-3.679,-3.123,-2.631,-0.99,0.34,2.778,0.067,0.066,0.071,0.082,0.075,0.074
1/16/2016 7:30,-3.741,-3.162,-2.636,-0.986,0.339,2.777,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 8:00,-3.823,-3.205,-2.645,-0.985,0.337,2.775,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 8:30,-3.93,-3.259,-2.654,-0.982,0.336,2.774,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 9:00,-4.045,-3.322,-2.664,-0.98,0.336,2.774,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 9:30,-4.127,-3.39,-2.678,-0.979,0.336,2.774,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 10:00,-4.139,-3.445,-2.696,-0.978,0.336,2.774,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 10:30,-4.086,-3.472,-2.714,-0.977,0.336,2.774,0.065,0.065,0.071,0.082,0.075,0.074
1/16/2016 11:00,-3.968,-3.467,-2.733,-0.979,0.336,2.773,0.066,0.066,0.071,0.082,0.075,0.074
1/16/2016 11:30,-3.795,-3.424,-2.751,-0.982,0.335,2.772,0.067,0.066,0.071,0.082,0.075,0.074
1/16/2016 12:00,-3.585,-3.346,-2.763,-0.982,0.334,2.771,0.068,0.066,0.071,0.082,0.075,0.074
1/16/2016 12:30,-3.345,-3.241,-2.768,-0.984,0.334,2.77,0.068,0.066,0.071,0.082,0.075,0.074
1/16/2016 13:00,-3.063,-3.111,-2.764,-0.985,0.334,2.769,0.069,0.066,0.071,0.082,0.075,0.074
1/16/2016 13:30,-2.776,-2.96,-2.751,-0.987,0.332,2.768,0.07,0.067,0.071,0.082,0.075,0.074
1/16/2016 14:00,-2.549,-2.802,-2.73,-0.987,0.332,2.767,0.071,0.067,0.071,0.082,0.075,0.074
1/16/2016 14:30,-2.381,-2.658,-2.7,-0.99,0.331,2.766,0.071,0.067,0.071,0.082,0.075,0.074
1/16/2016 15:00,-2.229,-2.533,-2.664,-0.992,0.329,2.764,0.072,0.068,0.071,0.082,0.075,0.074
1/16/2016 15:30,-2.094,-2.416,-2.625,-0.993,0.328,2.763,0.073,0.068,0.071,0.082,0.075,0.074
1/16/2016 16:00,-2.007,-2.311,-2.584,-0.993,0.327,2.762,0.073,0.068,0.071,0.082,0.075,0.074
1/16/2016 16:30,-1.96,-2.224,-2.542,-0.993,0.327,2.763,0.073,0.068,0.071,0.082,0.075,0.074
1/16/2016 17:00,-1.936,-2.155,-2.5,-0.992,0.326,2.761,0.074,0.069,0.071,0.082,0.075,0.074
1/16/2016 17:30,-1.941,-2.103,-2.46,-0.99,0.324,2.76,0.074,0.069,0.071,0.082,0.075,0.074
1/16/2016 18:00,-1.981,-2.067,-2.421,-0.987,0.323,2.759,0.074,0.069,0.072,0.082,0.075,0.074
1/16/2016 18:30,-2.043,-2.048,-2.384,-0.985,0.321,2.757,0.073,0.069,0.072,0.082,0.075,0.074
1/16/2016 19:00,-2.12,-2.046,-2.35,-0.98,0.32,2.755,0.073,0.069,0.072,0.082,0.075,0.074
1/16/2016 19:30,-2.211,-2.058,-2.319,-0.974,0.319,2.755,0.073,0.069,0.072,0.082,0.075,0.074
1/16/2016 20:00,-2.319,-2.085,-2.291,-0.969,0.318,2.755,0.072,0.069,0.072,0.082,0.075,0.074
1/16/2016 20:30,-2.438,-2.127,-2.268,-0.964,0.316,2.753,0.072,0.069,0.072,0.082,0.075,0.074
1/16/2016 21:00,-2.573,-2.18,-2.25,-0.959,0.315,2.751,0.072,0.069,0.072,0.082,0.075,0.074
1/16/2016 21:30,-2.719,-2.245,-2.236,-0.953,0.313,2.75,0.071,0.069,0.072,0.082,0.075,0.074
1/16/2016 22:00,-2.89,-2.323,-2.226,-0.947,0.312,2.75,0.07,0.069,0.072,0.082,0.075,0.074
1/16/2016 22:30,-3.088,-2.419,-2.224,-0.941,0.31,2.748,0.069,0.069,0.072,0.082,0.075,0.074
1/16/2016 23:00,-3.289,-2.529,-2.226,-0.935,0.31,2.748,0.068,0.068,0.072,0.082,0.075,0.074
1/16/2016 23:30,-3.483,-2.649,-2.234,-0.929,0.309,2.747,0.068,0.068,0.072,0.082,0.075,0.074
1/17/2016 0:00,-3.666,-2.775,-2.249,-0.923,0.308,2.746,0.068,0.068,0.072,0.082,0.075,0.074
1/17/2016 0:30,-3.853,-2.902,-2.27,-0.918,0.306,2.745,0.067,0.068,0.072,0.082,0.075,0.074
1/17/2016 1:00,-4.04,-3.034,-2.297,-0.913,0.306,2.744,0.067,0.067,0.072,0.082,0.075,0.074
1/17/2016 1:30,-4.208,-3.165,-2.328,-0.907,0.305,2.743,0.067,0.067,0.072,0.082,0.075,0.074
1/17/2016 2:00,-4.38,-3.295,-2.364,-0.903,0.304,2.742,0.067,0.067,0.072,0.082,0.075,0.074
1/17/2016 2:30,-4.538,-3.425,-2.405,-0.9,0.303,2.74,0.067,0.067,0.072,0.082,0.075,0.074
1/17/2016 3:00,-4.685,-3.549,-2.448,-0.896,0.302,2.74,0.067,0.067,0.072,0.082,0.075,0.074
1/17/2016 3:30,-4.846,-3.672,-2.495,-0.893,0.301,2.74,0.066,0.066,0.072,0.082,0.075,0.074
1/17/2016 4:00,-5.006,-3.797,-2.544,-0.892,0.301,2.739,0.065,0.066,0.072,0.082,0.075,0.074
1/17/2016 4:30,-5.144,-3.921,-2.595,-0.891,0.3,2.738,0.065,0.066,0.071,0.082,0.075,0.074
1/17/2016 5:00,-5.264,-4.038,-2.649,-0.891,0.299,2.737,0.065,0.065,0.071,0.082,0.075,0.074
1/17/2016 5:30,-5.39,-4.148,-2.705,-0.893,0.297,2.735,0.065,0.065,0.071,0.082,0.075,0.074
1/17/2016 6:00,-5.537,-4.259,-2.761,-0.895,0.296,2.733,0.064,0.065,0.071,0.082,0.075,0.074
1/17/2016 6:30,-5.69,-4.375,-2.817,-0.897,0.296,2.733,0.064,0.065,0.07,0.082,0.075,0.074
1/17/2016 7:00,-5.843,-4.494,-2.875,-0.902,0.294,2.732,0.063,0.065,0.07,0.082,0.075,0.074
1/17/2016 7:30,-5.984,-4.614,-2.933,-0.907,0.294,2.731,0.063,0.064,0.07,0.082,0.075,0.074
1/17/2016 8:00,-6.123,-4.732,-2.994,-0.913,0.293,2.73,0.063,0.064,0.07,0.082,0.075,0.074
1/17/2016 8:30,-6.263,-4.85,-3.056,-0.92,0.291,2.728,0.063,0.064,0.07,0.082,0.075,0.074
1/17/2016 9:00,-6.394,-4.966,-3.119,-0.929,0.291,2.728,0.062,0.064,0.07,0.082,0.075,0.074
1/17/2016 9:30,-6.465,-5.072,-3.18,-0.937,0.294,2.729,0.062,0.063,0.07,0.082,0.075,0.074
1/17/2016 10:00,-6.416,-5.148,-3.244,-0.95,0.294,2.728,0.062,0.063,0.07,0.082,0.075,0.074
1/17/2016 10:30,-6.232,-5.167,-3.307,-0.964,0.295,2.728,0.062,0.063,0.07,0.082,0.075,0.074
1/17/2016 11:00,-5.945,-5.122,-3.365,-0.978,0.296,2.728,0.063,0.063,0.069,0.082,0.075,0.074
1/17/2016 11:30,-5.569,-5.015,-3.416,-0.987,0.295,2.727,0.063,0.063,0.069,0.082,0.075,0.074
1/17/2016 12:00,-5.114,-4.847,-3.454,-0.998,0.295,2.726,0.063,0.063,0.069,0.082,0.075,0.074
1/17/2016 12:30,-4.637,-4.632,-3.477,-1.011,0.296,2.725,0.063,0.063,0.069,0.081,0.075,0.074
1/17/2016 13:00,-4.176,-4.389,-3.484,-1.024,0.294,2.724,0.064,0.063,0.069,0.081,0.075,0.074
1/17/2016 13:30,-3.806,-4.137,-3.474,-1.038,0.292,2.721,0.065,0.064,0.069,0.081,0.075,0.074
1/17/2016 14:00,-3.513,-3.899,-3.448,-1.05,0.292,2.72,0.066,0.064,0.069,0.081,0.075,0.074
1/17/2016 14:30,-3.255,-3.681,-3.41,-1.062,0.292,2.72,0.067,0.064,0.069,0.081,0.075,0.074
1/17/2016 15:00,-3.026,-3.481,-3.362,-1.072,0.291,2.719,0.068,0.065,0.069,0.081,0.075,0.074
1/17/2016 15:30,-2.83,-3.301,-3.308,-1.081,0.29,2.718,0.069,0.065,0.069,0.081,0.075,0.074
1/17/2016 16:00,-2.674,-3.137,-3.25,-1.089,0.289,2.717,0.069,0.065,0.069,0.081,0.075,0.075
1/17/2016 16:30,-2.573,-2.997,-3.189,-1.097,0.287,2.715,0.07,0.066,0.07,0.081,0.075,0.074
1/17/2016 17:00,-2.529,-2.881,-3.127,-1.103,0.286,2.715,0.07,0.066,0.07,0.081,0.075,0.074
1/17/2016 17:30,-2.529,-2.793,-3.065,-1.108,0.286,2.714,0.07,0.066,0.07,0.081,0.075,0.074
1/17/2016 18:00,-2.55,-2.73,-3.007,-1.112,0.283,2.712,0.07,0.067,0.07,0.081,0.075,0.074
1/17/2016 18:30,-2.625,-2.691,-2.951,-1.114,0.28,2.71,0.07,0.067,0.07,0.081,0.075,0.075
1/17/2016 19:00,-2.75,-2.682,-2.899,-1.114,0.28,2.71,0.069,0.067,0.07,0.081,0.075,0.075
1/17/2016 19:30,-2.902,-2.705,-2.853,-1.116,0.279,2.708,0.069,0.067,0.07,0.081,0.075,0.074
1/17/2016 20:00,-3.064,-2.752,-2.813,-1.116,0.278,2.708,0.068,0.067,0.071,0.081,0.075,0.074
1/17/2016 20:30,-3.247,-2.818,-2.782,-1.116,0.276,2.706,0.068,0.067,0.071,0.081,0.075,0.074
1/17/2016 21:00,-3.449,-2.902,-2.757,-1.113,0.276,2.706,0.066,0.066,0.071,0.081,0.075,0.074
1/17/2016 21:30,-3.653,-3.004,-2.741,-1.11,0.276,2.706,0.066,0.066,0.071,0.081,0.075,0.074
1/17/2016 22:00,-3.812,-3.111,-2.733,-1.106,0.276,2.706,0.066,0.066,0.071,0.081,0.075,0.074
1/17/2016 22:30,-3.918,-3.209,-2.736,-1.103,0.275,2.704,0.066,0.066,0.071,0.081,0.075,0.074
1/17/2016 23:00,-4,-3.292,-2.744,-1.099,0.273,2.703,0.066,0.066,0.071,0.081,0.075,0.074
1/17/2016 23:30,-4.08,-3.364,-2.757,-1.096,0.272,2.701,0.066,0.066,0.071,0.081,0.075,0.074
1/18/2016 0:00,-4.16,-3.43,-2.772,-1.092,0.271,2.701,0.066,0.066,0.071,0.081,0.075,0.074
1/18/2016 0:30,-4.26,-3.498,-2.791,-1.089,0.269,2.699,0.066,0.065,0.071,0.081,0.075,0.074
1/18/2016 1:00,-4.378,-3.571,-2.81,-1.086,0.268,2.698,0.066,0.065,0.071,0.081,0.074,0.074
1/18/2016 1:30,-4.498,-3.65,-2.831,-1.083,0.268,2.698,0.065,0.065,0.071,0.081,0.074,0.074
1/18/2016 2:00,-4.611,-3.733,-2.854,-1.08,0.268,2.697,0.065,0.065,0.071,0.081,0.074,0.074
1/18/2016 2:30,-4.713,-3.815,-2.88,-1.079,0.267,2.696,0.065,0.065,0.07,0.081,0.074,0.074
1/18/2016 3:00,-4.813,-3.895,-2.91,-1.078,0.265,2.694,0.065,0.065,0.07,0.081,0.074,0.074
1/18/2016 3:30,-4.954,-3.98,-2.941,-1.078,0.263,2.693,0.065,0.065,0.07,0.081,0.074,0.074
1/18/2016 4:00,-5.115,-4.077,-2.974,-1.078,0.262,2.692,0.065,0.065,0.07,0.081,0.074,0.074
1/18/2016 4:30,-5.267,-4.182,-3.008,-1.079,0.261,2.691,0.065,0.065,0.07,0.081,0.074,0.074
1/18/2016 5:00,-5.417,-4.291,-3.046,-1.081,0.261,2.691,0.064,0.065,0.07,0.081,0.074,0.074
1/18/2016 5:30,-5.562,-4.403,-3.086,-1.083,0.26,2.69,0.064,0.064,0.07,0.081,0.074,0.074
1/18/2016 6:00,-5.693,-4.513,-3.13,-1.086,0.258,2.688,0.063,0.064,0.07,0.081,0.074,0.074
1/18/2016 6:30,-5.814,-4.62,-3.177,-1.09,0.258,2.687,0.063,0.064,0.07,0.081,0.074,0.074
1/18/2016 7:00,-5.943,-4.724,-3.225,-1.095,0.257,2.687,0.063,0.064,0.07,0.081,0.074,0.074
1/18/2016 7:30,-6.062,-4.828,-3.275,-1.098,0.256,2.685,0.063,0.064,0.07,0.081,0.074,0.074
1/18/2016 8:00,-6.167,-4.926,-3.327,-1.104,0.255,2.684,0.062,0.064,0.07,0.081,0.074,0.074
1/18/2016 8:30,-6.273,-5.021,-3.38,-1.11,0.253,2.682,0.062,0.063,0.069,0.081,0.074,0.074
1/18/2016 9:00,-6.383,-5.114,-3.432,-1.116,0.254,2.683,0.062,0.063,0.069,0.081,0.074,0.074
1/18/2016 9:30,-6.439,-5.201,-3.483,-1.122,0.255,2.684,0.062,0.063,0.069,0.081,0.074,0.074
1/18/2016 10:00,-6.384,-5.261,-3.535,-1.128,0.256,2.683,0.062,0.063,0.069,0.081,0.074,0.074
1/18/2016 10:30,-6.213,-5.267,-3.585,-1.138,0.257,2.684,0.062,0.063,0.069,0.081,0.074,0.074
1/18/2016 11:00,-5.951,-5.216,-3.632,-1.149,0.257,2.682,0.063,0.063,0.069,0.081,0.074,0.074
1/18/2016 11:30,-5.573,-5.1,-3.668,-1.154,0.258,2.682,0.062,0.062,0.069,0.081,0.074,0.074
1/18/2016 12:00,-5.099,-4.921,-3.694,-1.163,0.257,2.682,0.062,0.062,0.069,0.081,0.074,0.074
1/18/2016 12:30,-4.595,-4.691,-3.703,-1.173,0.257,2.68,0.063,0.062,0.069,0.08,0.074,0.074
1/18/2016 13:00,-4.11,-4.433,-3.696,-1.181,0.256,2.679,0.064,0.063,0.069,0.08,0.074,0.074
1/18/2016 13:30,-3.674,-4.166,-3.673,-1.193,0.254,2.677,0.065,0.063,0.069,0.08,0.074,0.074
1/18/2016 14:00,-3.276,-3.899,-3.634,-1.201,0.254,2.677,0.066,0.064,0.069,0.08,0.074,0.074
1/18/2016 14:30,-2.945,-3.643,-3.582,-1.21,0.253,2.676,0.067,0.064,0.069,0.08,0.074,0.074
1/18/2016 15:00,-2.686,-3.409,-3.52,-1.218,0.253,2.676,0.068,0.065,0.069,0.08,0.074,0.074
1/18/2016 15:30,-2.473,-3.2,-3.451,-1.225,0.253,2.675,0.069,0.065,0.069,0.08,0.074,0.074
1/18/2016 16:00,-2.319,-3.017,-3.378,-1.234,0.251,2.674,0.069,0.065,0.069,0.08,0.074,0.074
1/18/2016 16:30,-2.198,-2.86,-3.304,-1.241,0.249,2.672,0.07,0.066,0.069,0.08,0.074,0.074
1/18/2016 17:00,-2.104,-2.723,-3.228,-1.247,0.248,2.671,0.07,0.066,0.07,0.08,0.074,0.074
1/18/2016 17:30,-2.076,-2.611,-3.154,-1.252,0.245,2.668,0.07,0.067,0.07,0.08,0.074,0.074
1/18/2016 18:00,-2.142,-2.53,-3.082,-1.255,0.244,2.667,0.07,0.067,0.07,0.08,0.074,0.074
1/18/2016 18:30,-2.245,-2.487,-3.012,-1.256,0.243,2.666,0.07,0.067,0.07,0.08,0.074,0.074
1/18/2016 19:00,-2.361,-2.474,-2.948,-1.253,0.241,2.665,0.07,0.067,0.07,0.08,0.074,0.074
1/18/2016 19:30,-2.491,-2.484,-2.891,-1.251,0.24,2.664,0.07,0.067,0.07,0.08,0.074,0.074
1/18/2016 20:00,-2.63,-2.513,-2.842,-1.248,0.238,2.662,0.069,0.067,0.07,0.08,0.074,0.074
1/18/2016 20:30,-2.785,-2.558,-2.799,-1.245,0.235,2.661,0.069,0.067,0.07,0.08,0.074,0.074
1/18/2016 21:00,-2.946,-2.618,-2.764,-1.24,0.235,2.661,0.068,0.067,0.071,0.08,0.074,0.074
1/18/2016 21:30,-3.101,-2.689,-2.735,-1.233,0.235,2.661,0.068,0.067,0.071,0.08,0.074,0.074
1/18/2016 22:00,-3.251,-2.768,-2.714,-1.227,0.234,2.661,0.067,0.067,0.071,0.08,0.074,0.074
1/18/2016 22:30,-3.41,-2.852,-2.702,-1.22,0.233,2.659,0.066,0.066,0.071,0.08,0.074,0.074
1/18/2016 23:00,-3.571,-2.943,-2.696,-1.213,0.232,2.659,0.066,0.066,0.071,0.08,0.074,0.074
1/18/2016 23:30,-3.719,-3.038,-2.696,-1.206,0.231,2.658,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 0:00,-3.857,-3.133,-2.701,-1.198,0.23,2.656,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 0:30,-4.007,-3.229,-2.712,-1.191,0.228,2.655,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 1:00,-4.17,-3.331,-2.727,-1.184,0.227,2.654,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 1:30,-4.337,-3.44,-2.747,-1.177,0.227,2.653,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 2:00,-4.504,-3.554,-2.772,-1.172,0.225,2.652,0.066,0.066,0.071,0.08,0.074,0.074
1/19/2016 2:30,-4.668,-3.671,-2.8,-1.167,0.223,2.65,0.066,0.065,0.071,0.08,0.074,0.074
1/19/2016 3:00,-4.838,-3.791,-2.832,-1.162,0.223,2.65,0.065,0.065,0.07,0.08,0.074,0.074
1/19/2016 3:30,-5.001,-3.913,-2.868,-1.157,0.222,2.649,0.065,0.065,0.07,0.08,0.074,0.074
1/19/2016 4:00,-5.153,-4.034,-2.909,-1.155,0.22,2.648,0.065,0.065,0.07,0.08,0.074,0.074
1/19/2016 4:30,-5.294,-4.152,-2.951,-1.153,0.22,2.647,0.064,0.065,0.07,0.08,0.074,0.074
1/19/2016 5:00,-5.438,-4.267,-2.997,-1.151,0.219,2.646,0.064,0.065,0.07,0.08,0.074,0.074
1/19/2016 5:30,-5.58,-4.383,-3.046,-1.151,0.218,2.645,0.064,0.064,0.07,0.08,0.074,0.074
1/19/2016 6:00,-5.719,-4.497,-3.095,-1.151,0.217,2.645,0.063,0.064,0.07,0.08,0.074,0.074
1/19/2016 6:30,-5.857,-4.61,-3.147,-1.152,0.216,2.643,0.063,0.064,0.07,0.08,0.074,0.074
1/19/2016 7:00,-5.996,-4.723,-3.202,-1.157,0.214,2.642,0.063,0.064,0.07,0.08,0.074,0.074
1/19/2016 7:30,-6.127,-4.835,-3.256,-1.16,0.214,2.641,0.063,0.064,0.07,0.08,0.074,0.074
1/19/2016 8:00,-6.253,-4.944,-3.312,-1.164,0.213,2.64,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 8:30,-6.381,-5.053,-3.369,-1.171,0.212,2.638,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 9:00,-6.498,-5.159,-3.426,-1.178,0.212,2.638,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 9:30,-6.552,-5.257,-3.484,-1.189,0.212,2.638,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 10:00,-6.473,-5.317,-3.541,-1.2,0.214,2.639,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 10:30,-6.246,-5.318,-3.598,-1.213,0.214,2.639,0.062,0.063,0.069,0.08,0.074,0.074
1/19/2016 11:00,-5.896,-5.244,-3.649,-1.22,0.215,2.639,0.063,0.063,0.069,0.08,0.074,0.074
1/19/2016 11:30,-5.47,-5.105,-3.691,-1.227,0.214,2.636,0.062,0.062,0.069,0.08,0.074,0.074
1/19/2016 12:00,-4.998,-4.909,-3.718,-1.238,0.214,2.636,0.062,0.062,0.069,0.08,0.074,0.074
1/19/2016 12:30,-4.538,-4.676,-3.728,-1.25,0.213,2.635,0.063,0.062,0.069,0.08,0.074,0.074
1/19/2016 13:00,-4.093,-4.425,-3.721,-1.26,0.212,2.634,0.064,0.063,0.068,0.08,0.074,0.074
1/19/2016 13:30,-3.673,-4.163,-3.696,-1.268,0.212,2.634,0.066,0.063,0.068,0.08,0.074,0.074
1/19/2016 14:00,-3.3,-3.903,-3.657,-1.277,0.211,2.633,0.067,0.064,0.069,0.08,0.074,0.074
1/19/2016 14:30,-2.98,-3.654,-3.605,-1.285,0.211,2.632,0.068,0.064,0.069,0.08,0.074,0.074
1/19/2016 15:00,-2.723,-3.424,-3.545,-1.294,0.21,2.631,0.068,0.065,0.069,0.08,0.074,0.074
1/19/2016 15:30,-2.52,-3.218,-3.476,-1.301,0.21,2.63,0.069,0.065,0.069,0.08,0.074,0.074
1/19/2016 16:00,-2.353,-3.036,-3.404,-1.308,0.209,2.629,0.07,0.065,0.069,0.079,0.074,0.074
1/19/2016 16:30,-2.221,-2.876,-3.329,-1.315,0.207,2.628,0.07,0.066,0.069,0.079,0.074,0.074
1/19/2016 17:00,-2.142,-2.738,-3.255,-1.32,0.205,2.625,0.071,0.066,0.069,0.079,0.074,0.074
1/19/2016 17:30,-2.109,-2.625,-3.18,-1.323,0.204,2.625,0.071,0.067,0.07,0.079,0.074,0.074
1/19/2016 18:00,-2.092,-2.536,-3.107,-1.326,0.203,2.624,0.071,0.067,0.07,0.079,0.074,0.074
1/19/2016 18:30,-2.091,-2.464,-3.038,-1.328,0.201,2.623,0.071,0.067,0.07,0.079,0.074,0.074
1/19/2016 19:00,-2.136,-2.411,-2.971,-1.328,0.2,2.622,0.071,0.067,0.07,0.079,0.074,0.074
1/19/2016 19:30,-2.225,-2.382,-2.91,-1.324,0.198,2.621,0.071,0.068,0.07,0.079,0.074,0.074
1/19/2016 20:00,-2.322,-2.376,-2.853,-1.32,0.198,2.62,0.071,0.068,0.07,0.079,0.074,0.074
1/19/2016 20:30,-2.399,-2.385,-2.803,-1.315,0.197,2.619,0.07,0.068,0.07,0.079,0.074,0.074
1/19/2016 21:00,-2.465,-2.399,-2.759,-1.31,0.195,2.618,0.07,0.068,0.07,0.079,0.074,0.074
1/19/2016 21:30,-2.54,-2.419,-2.721,-1.304,0.193,2.617,0.07,0.068,0.07,0.079,0.074,0.074
1/19/2016 22:00,-2.625,-2.443,-2.687,-1.295,0.193,2.616,0.07,0.068,0.071,0.079,0.074,0.074
1/19/2016 22:30,-2.725,-2.482,-2.654,-1.285,0.192,2.616,0.07,0.068,0.071,0.079,0.074,0.074
1/19/2016 23:00,-2.801,-2.516,-2.636,-1.279,0.19,2.613,0.07,0.068,0.071,0.08,0.074,0.074
1/19/2016 23:30,-2.889,-2.559,-2.616,-1.269,0.189,2.613,0.069,0.068,0.071,0.08,0.074,0.074
1/20/2016 0:00,-2.976,-2.605,-2.601,-1.26,0.188,2.612,0.069,0.068,0.071,0.08,0.074,0.074
1/20/2016 0:30,-3.068,-2.654,-2.591,-1.252,0.186,2.611,0.069,0.067,0.071,0.08,0.074,0.074
1/20/2016 1:00,-3.168,-2.706,-2.583,-1.242,0.186,2.61,0.068,0.067,0.071,0.08,0.074,0.074
1/20/2016 1:30,-3.276,-2.764,-2.579,-1.233,0.185,2.61,0.068,0.067,0.071,0.08,0.074,0.074
1/20/2016 2:00,-3.37,-2.827,-2.579,-1.224,0.184,2.609,0.068,0.067,0.071,0.08,0.074,0.074
1/20/2016 2:30,-3.45,-2.888,-2.584,-1.216,0.183,2.607,0.067,0.067,0.071,0.08,0.074,0.074
1/20/2016 3:00,-3.524,-2.944,-2.59,-1.209,0.181,2.607,0.067,0.067,0.071,0.08,0.074,0.074
1/20/2016 3:30,-3.603,-3,-2.6,-1.201,0.18,2.605,0.067,0.067,0.071,0.08,0.074,0.074
1/20/2016 4:00,-3.709,-3.059,-2.61,-1.193,0.18,2.605,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 4:30,-3.837,-3.13,-2.623,-1.187,0.178,2.603,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 5:00,-3.958,-3.209,-2.639,-1.181,0.176,2.602,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 5:30,-4.058,-3.288,-2.657,-1.175,0.176,2.602,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 6:00,-4.137,-3.362,-2.678,-1.17,0.176,2.601,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 6:30,-4.195,-3.428,-2.701,-1.165,0.176,2.601,0.066,0.066,0.071,0.08,0.074,0.074
1/20/2016 7:00,-4.239,-3.485,-2.727,-1.161,0.175,2.6,0.066,0.065,0.071,0.08,0.074,0.074
1/20/2016 7:30,-4.284,-3.534,-2.753,-1.159,0.173,2.598,0.066,0.065,0.07,0.08,0.074,0.074
1/20/2016 8:00,-4.349,-3.582,-2.779,-1.156,0.172,2.597,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 8:30,-4.417,-3.634,-2.804,-1.153,0.172,2.597,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 9:00,-4.461,-3.684,-2.83,-1.154,0.17,2.595,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 9:30,-4.476,-3.723,-2.854,-1.152,0.171,2.595,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 10:00,-4.443,-3.748,-2.879,-1.152,0.171,2.596,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 10:30,-4.383,-3.751,-2.902,-1.154,0.171,2.595,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 11:00,-4.266,-3.734,-2.924,-1.16,0.171,2.595,0.065,0.065,0.07,0.08,0.074,0.074
1/20/2016 11:30,-4.049,-3.679,-2.941,-1.161,0.171,2.594,0.066,0.065,0.07,0.08,0.074,0.074
1/20/2016 12:00,-3.783,-3.582,-2.954,-1.165,0.17,2.593,0.067,0.065,0.07,0.08,0.074,0.074
1/20/2016 12:30,-3.473,-3.451,-2.959,-1.169,0.169,2.592,0.068,0.066,0.07,0.08,0.074,0.074
1/20/2016 13:00,-3.188,-3.296,-2.954,-1.172,0.168,2.589,0.069,0.066,0.07,0.08,0.074,0.074
1/20/2016 13:30,-2.946,-3.136,-2.936,-1.173,0.169,2.591,0.07,0.066,0.07,0.08,0.074,0.074
1/20/2016 14:00,-2.672,-2.977,-2.912,-1.177,0.168,2.589,0.07,0.067,0.07,0.08,0.074,0.074
1/20/2016 14:30,-2.419,-2.811,-2.879,-1.182,0.166,2.588,0.071,0.067,0.07,0.08,0.074,0.074
1/20/2016 15:00,-2.192,-2.648,-2.839,-1.185,0.166,2.587,0.072,0.067,0.07,0.08,0.074,0.074
1/20/2016 15:30,-1.996,-2.494,-2.795,-1.188,0.165,2.585,0.073,0.068,0.07,0.08,0.074,0.074
1/20/2016 16:00,-1.857,-2.353,-2.746,-1.19,0.162,2.584,0.073,0.068,0.071,0.08,0.074,0.074
1/20/2016 16:30,-1.806,-2.236,-2.694,-1.193,0.161,2.583,0.074,0.068,0.071,0.08,0.074,0.074
1/20/2016 17:00,-1.815,-2.15,-2.641,-1.19,0.159,2.581,0.074,0.068,0.071,0.08,0.074,0.074
1/20/2016 17:30,-1.852,-2.092,-2.589,-1.189,0.158,2.58,0.074,0.069,0.071,0.08,0.074,0.074
1/20/2016 18:00,-1.912,-2.055,-2.54,-1.185,0.158,2.58,0.074,0.069,0.071,0.08,0.074,0.074
1/20/2016 18:30,-1.998,-2.04,-2.495,-1.183,0.156,2.578,0.073,0.069,0.071,0.08,0.074,0.074
1/20/2016 19:00,-2.101,-2.044,-2.454,-1.178,0.155,2.578,0.073,0.069,0.071,0.08,0.074,0.074
