"FID_","POINT_ID","COMMENT","CAL_MOISTU","TEMP_C","REAL_DC","REAL_DC_TC","IMAG_DC","IMAG_DC_TC","SALINITY","CONDUCT","CONDUCT_TC","DATE_","TIME_","VEG_TYPE","VEG_HEIGHT","VEG_ID","SOIL_ID","ROCK_FRAC","IRRI_TYPE","DEW","LATITUDE","LONGITUDE","ALTITUDE"
,"12"," ",0.349925,12.700000,23.428000,23.208297,10.299000,12.220000,0.440000,0.029000,0.034000,"2015-09-09","9:28:27 AM","Grass: Native","10 cm"," "," ","0","None","None",6128373.988395,434900.272097,141.000000
,"13"," ",0.334828,12.700000,22.020000,21.904749,10.280000,12.160000,0.467000,0.029000,0.034000,"2015-09-09","9:29:13 AM","Grass: Native","10 cm"," "," ","0","None","None",6128373.430643,434899.819702,140.900000
,"14"," ",0.348377,12.700000,23.741000,23.072919,7.700000,9.091000,0.324000,0.021000,0.025000,"2015-09-09","9:29:55 AM","Grass: Native","20 cm"," "," ","0","None","None",6128374.352629,434899.508870,140.700000
,"15"," ",0.410151,12.800000,27.395000,28.783305,22.564000,26.533000,0.824000,0.063000,0.074000,"2015-09-09","9:33:04 AM","Bare Soil","0 cm"," "," ","0","None","None",6128373.326636,434833.493756,142.100000
,"16"," ",0.496823,13.700000,36.054000,37.858633,30.928000,35.823000,0.858000,0.086000,0.100000,"2015-09-09","9:48:41 AM","Grass: Native","10 cm"," "," ","0","None","None",6128122.671783,434651.218067,144.000000
,"17"," ",0.521827,13.700000,38.404000,40.707494,35.627000,41.225000,0.928000,0.099000,0.115000,"2015-09-09","9:50:00 AM","Grass: Native","0 cm"," "," ","0","None","None",6128121.933547,434651.375478,143.900000
,"18"," ",0.537863,13.800000,40.496000,42.588989,35.398000,40.918000,0.874000,0.098000,0.114000,"2015-09-09","9:50:46 AM","Grass: Native","0 cm"," "," ","0","None","None",6128121.384502,434652.140020,143.000000
,"19"," ",0.496955,14.100000,36.372000,37.873442,29.577000,34.015000,0.813000,0.082000,0.095000,"2015-09-09","9:55:18 AM","Grass: Native","10 cm"," "," ","0","None","None",6128117.857467,434727.465317,140.900000
,"20"," ",0.481102,14.400000,35.309000,36.120372,24.317000,27.823000,0.689000,0.068000,0.077000,"2015-09-09","9:57:33 AM","Grass: Native","10 cm"," "," ","0","None","None",6128113.334957,434792.909783,141.500000
,"21"," ",0.566182,15.200000,44.114000,46.015445,38.475000,43.706000,0.872000,0.107000,0.122000,"2015-09-09","10:00:50 AM","Grass: Native","10 cm"," "," ","0","None","None",6128109.548046,434857.892552,141.900000
,"22"," ",0.371792,15.500000,24.904000,25.163160,15.248000,17.196000,0.612000,0.042000,0.048000,"2015-09-09","10:03:26 AM","Grass: Native","10 cm"," "," ","0","None","None",6128121.511788,434902.530730,143.000000
,"23"," ",0.428143,15.400000,30.664000,30.565091,15.268000,17.183000,0.498000,0.042000,0.048000,"2015-09-09","10:06:42 AM","Grass: Native","10 cm"," "," ","0","None","None",6128119.077981,434950.009908,141.400000
,"24"," ",0.385023,15.200000,26.515000,26.384351,12.819000,14.456000,0.483000,0.036000,0.040000,"2015-09-09","10:08:27 AM","Grass: Native","10 cm"," "," ","0","None","None",6128124.391672,434995.304131,141.100000
,"25"," ",0.317913,15.200000,20.752000,20.489017,8.710000,9.823000,0.420000,0.024000,0.027000,"2015-09-09","10:10:54 AM","Grass: Native","0 cm"," "," ","0","None","None",6128118.679170,435049.652088,142.300000
,"26"," ",0.357356,15.400000,24.259000,23.863754,9.392000,10.592000,0.387000,0.026000,0.029000,"2015-09-09","10:12:36 AM","Grass: Native","10 cm"," "," ","0","None","None",6128117.969787,435105.789817,143.300000
,"27"," ",0.387396,15.200000,26.621000,26.606491,13.815000,15.596000,0.519000,0.038000,0.043000,"2015-09-09","10:14:45 AM","Grass: Native","10 cm"," "," ","0","None","None",6128120.145975,435151.867020,141.600000
,"28"," ",0.394173,15.400000,27.696000,27.245846,10.732000,12.103000,0.388000,0.030000,0.034000,"2015-09-09","10:15:21 AM","Grass: Native","10 cm"," "," ","0","None","None",6128119.599053,435152.935756,142.000000
,"29"," ",0.378371,15.500000,26.200000,25.766762,10.062000,11.336000,0.384000,0.028000,0.032000,"2015-09-09","10:15:57 AM","Grass: Native","10 cm"," "," ","0","None","None",6128119.590399,435151.718849,142.200000
,"30"," ",0.303756,15.400000,19.554000,19.340515,8.480000,9.533000,0.434000,0.024000,0.027000,"2015-09-09","10:18:05 AM","Bare Soil","0 cm"," "," ","0","None","None",6128118.986316,435196.750974,143.800000
,"31"," ",0.307026,15.500000,19.898000,19.602797,7.954000,8.933000,0.400000,0.022000,0.025000,"2015-09-09","10:19:43 AM","Grass: Native","0 cm"," "," ","0","None","None",6128113.750420,435240.294770,143.000000
,"32"," ",0.414678,15.700000,29.659000,29.226601,11.854000,13.299000,0.400000,0.033000,0.037000,"2015-09-09","10:21:09 AM","Grass: Native","10 cm"," "," ","0","None","None",6128119.691640,435296.080989,143.300000
,"33"," ",0.344656,15.800000,22.928000,22.749042,10.512000,11.780000,0.458000,0.029000,0.033000,"2015-09-09","10:22:44 AM","Grass: Native","10 cm"," "," ","0","None","None",6128121.401881,435354.787565,143.100000
,"34"," ",0.342947,14.900000,22.952000,22.601086,9.207000,10.404000,0.401000,0.026000,0.029000,"2015-09-09","10:28:07 AM","Grass: Native","10 cm"," "," ","0","None","None",6128375.340951,435402.428159,140.700000
,"35"," ",0.385361,14.900000,26.770000,26.415965,11.166000,12.632000,0.417000,0.031000,0.035000,"2015-09-09","10:28:47 AM","Grass: Native","0 cm"," "," ","0","None","None",6128375.895446,435402.424231,140.600000
,"36"," ",0.346154,15.200000,23.398000,22.879149,7.992000,9.013000,0.342000,0.022000,0.025000,"2015-09-09","10:38:35 AM","Grass: Native","20 cm"," "," ","0","None","None",6128120.611963,435399.820973,139.500000
,"37"," ",0.346772,15.500000,23.324000,22.932923,8.912000,10.040000,0.382000,0.025000,0.028000,"2015-09-09","10:39:14 AM","Grass: Native","20 cm"," "," ","0","None","None",6128120.240145,435399.519365,139.400000
,"38"," ",0.332115,15.700000,21.889000,21.674537,9.640000,10.838000,0.440000,0.027000,0.030000,"2015-09-09","10:39:51 AM","Grass: Native","20 cm"," "," ","0","None","None",6128120.790329,435398.906984,139.600000
,"39"," ",0.392669,15.700000,27.010000,27.103251,15.119000,16.872000,0.560000,0.042000,0.047000,"2015-09-09","10:52:23 AM","Grass: Native","10 cm"," "," ","0","None","None",6127871.449376,435400.217036,141.900000
,"40"," ",0.383348,16.000000,26.112000,26.228145,14.894000,16.603000,0.570000,0.041000,0.046000,"2015-09-09","10:53:07 AM","Grass: Native","10 cm"," "," ","0","None","None",6127871.259156,435399.457800,141.600000
,"41"," ",0.373254,16.300000,25.560000,25.296668,11.104000,12.352000,0.434000,0.031000,0.034000,"2015-09-09","10:53:44 AM","Grass: Native","10 cm"," "," ","0","None","None",6127871.628819,435399.455181,141.400000
,"42"," ",0.405198,16.500000,28.515000,28.302215,13.170000,14.574000,0.462000,0.037000,0.041000,"2015-09-09","10:56:29 AM","Grass: Native","10 cm"," "," ","0","None","None",6127869.858035,435358.244075,141.800000
,"43"," ",0.293758,16.300000,18.815000,18.549341,7.555000,8.342000,0.402000,0.021000,0.023000,"2015-09-09","10:57:58 AM","Grass: Native","10 cm"," "," ","0","None","None",6127868.012605,435306.537452,142.100000
,"44"," ",0.380041,16.300000,26.508000,25.921185,8.623000,9.532000,0.325000,0.024000,0.026000,"2015-09-09","10:59:17 AM","Grass: Native","10 cm"," "," ","0","None","None",6127868.196790,435254.360079,142.100000
,"45"," ",0.317023,16.500000,20.874000,20.415884,6.734000,7.435000,0.323000,0.019000,0.021000,"2015-09-09","11:00:39 AM","Grass: Native","10 cm"," "," ","0","None","None",6127869.679902,435202.934049,141.600000
,"46"," ",0.281780,16.300000,17.949000,17.623215,6.530000,7.202000,0.364000,0.018000,0.020000,"2015-09-09","11:02:11 AM","Grass: Native","10 cm"," "," ","0","None","None",6127870.066715,435153.341194,141.900000
,"47"," ",0.289712,16.700000,18.582000,18.233848,6.498000,7.167000,0.350000,0.018000,0.020000,"2015-09-09","11:02:48 AM","Fallow","10 cm"," "," ","0","None","None",6127870.067797,435153.493303,141.900000
,"48"," ",0.296148,16.800000,18.967000,18.736920,7.857000,8.657000,0.414000,0.022000,0.024000,"2015-09-09","11:03:19 AM","Grass: Native","10 cm"," "," ","0","None","None",6127869.332797,435154.106998,141.700000
,"49"," ",0.346828,17.000000,23.039000,22.937804,11.373000,12.464000,0.494000,0.032000,0.035000,"2015-09-09","11:04:54 AM","Grass: Native","10 cm"," "," ","0","None","None",6127869.156190,435103.301209,141.400000
,"50"," ",0.320589,16.800000,20.722000,20.709839,11.062000,12.110000,0.534000,0.031000,0.034000,"2015-09-09","11:06:23 AM","Grass: Native","10 cm"," "," ","0","None","None",6127871.534438,435047.913708,141.500000
,"51"," ",0.280099,16.800000,17.502000,17.495137,9.368000,10.266000,0.535000,0.026000,0.029000,"2015-09-09","11:07:45 AM","Grass: Native","10 cm"," "," ","0","None","None",6127875.785607,434996.011508,142.400000
,"52"," ",0.380729,16.700000,26.397000,25.984851,10.104000,11.084000,0.383000,0.028000,0.031000,"2015-09-09","11:08:55 AM","Grass: Native","10 cm"," "," ","0","None","None",6127878.418575,434950.509716,142.600000
,"53"," ",0.316578,16.700000,20.422000,20.379313,10.573000,11.600000,0.518000,0.029000,0.032000,"2015-09-09","11:10:39 AM","Grass: Native","10 cm"," "," ","0","None","None",6127874.922552,434900.944484,143.500000
,"54"," ",0.285325,17.300000,17.789000,17.894817,10.744000,11.761000,0.604000,0.030000,0.033000,"2015-09-09","11:13:04 AM","Bare Soil","0 cm"," "," ","0","None","None",6127875.297645,434901.702392,143.300000
,"55"," ",0.301738,17.500000,18.909000,19.179476,13.230000,14.452000,0.700000,0.037000,0.040000,"2015-09-09","11:14:09 AM","Bare Soil","0 cm"," "," ","0","None","None",6127877.528656,434903.511870,143.100000
,"56"," ",0.354789,17.700000,23.596000,23.636303,13.296000,14.445000,0.563000,0.037000,0.040000,"2015-09-09","11:16:48 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127876.098126,434858.495410,145.400000
,"57"," ",0.346321,17.700000,22.995000,22.893745,11.359000,12.327000,0.494000,0.032000,0.034000,"2015-09-09","11:17:53 AM","Grass: Native","10 cm"," "," ","0","None","None",6127875.789413,434815.296345,143.100000
,"58"," ",0.376914,17.500000,25.513000,25.632471,15.243000,16.524000,0.597000,0.042000,0.046000,"2015-09-09","11:19:11 AM","Grass: Native","10 cm"," "," ","0","None","None",6127878.596517,434768.424174,143.000000
,"59"," ",0.396401,17.300000,26.831000,27.457722,21.427000,23.254000,0.799000,0.060000,0.065000,"2015-09-09","11:20:32 AM","Grass: Native","10 cm"," "," ","0","None","None",6127874.163367,434717.192402,142.000000
,"60"," ",0.364163,16.800000,23.820000,24.472195,19.484000,21.306000,0.818000,0.054000,0.059000,"2015-09-09","11:23:07 AM","Bare Soil","0 cm"," "," ","0","None","None",6127873.517654,434652.851455,142.100000
,"61"," ",0.343410,17.300000,22.169000,22.641129,17.114000,18.674000,0.772000,0.048000,0.052000,"2015-09-09","11:24:26 AM","Bare Soil","0 cm"," "," ","0","None","None",6127873.887317,434652.848806,142.300000
,"62"," ",0.450527,17.700000,31.849000,32.856535,28.809000,31.367000,0.905000,0.080000,0.087000,"2015-09-09","11:25:23 AM","Grass: Native","10 cm"," "," ","0","None","None",6127873.155621,434653.918870,142.400000
,"63"," ",0.293266,17.500000,18.350000,18.510778,11.774000,12.792000,0.642000,0.033000,0.036000,"2015-09-09","11:26:51 AM","Bare Soil","0 cm"," "," ","0","None","None",6127876.730676,434611.148298,143.500000
,"64"," ",0.475384,17.500000,34.774000,35.498162,26.935000,29.326000,0.775000,0.075000,0.082000,"2015-09-09","11:29:05 AM","Grass: Native","10 cm"," "," ","0","None","None",6127873.463484,434567.970434,141.400000
,"65"," ",0.324557,17.500000,20.796000,21.039495,14.028000,15.240000,0.675000,0.039000,0.042000,"2015-09-09","11:31:12 AM","Bare Soil","0 cm"," "," ","0","None","None",6127878.119820,434521.389117,142.500000
,"66"," ",0.507992,17.700000,38.552000,39.118458,27.522000,29.835000,0.714000,0.077000,0.083000,"2015-09-09","11:32:49 AM","Grass: Native","30 cm"," "," ","0","None","None",6127885.759458,434478.437129,143.600000
,"67"," ",0.519510,17.500000,39.639000,40.439164,30.420000,33.122000,0.767000,0.085000,0.092000,"2015-09-09","11:44:09 AM","Grass: Native","20 cm"," "," ","0","None","None",6127613.961545,434287.358813,142.900000
,"68"," ",0.453379,17.200000,32.497000,33.154505,24.648000,26.866000,0.758000,0.069000,0.075000,"2015-09-09","11:47:36 AM","Grass: Native","10 cm"," "," ","0","None","None",6127616.659441,434353.964898,143.600000
,"69"," ",0.364182,17.700000,24.397000,24.473895,14.121000,15.374000,0.579000,0.039000,0.043000,"2015-09-09","11:51:25 AM","Grass: Native","10 cm"," "," ","0","None","None",6127625.105145,434397.408463,142.800000
,"70"," ",0.371127,18.400000,25.007000,25.102552,14.895000,16.093000,0.596000,0.041000,0.045000,"2015-09-09","11:52:20 AM","Grass: Native","10 cm"," "," ","0","None","None",6127624.740954,434398.171650,142.000000
,"71"," ",0.389920,18.600000,26.686000,26.843696,16.723000,18.009000,0.627000,0.046000,0.050000,"2015-09-09","11:53:05 AM","Grass: Native","10 cm"," "," ","0","None","None",6127625.293260,434397.863449,142.300000
,"72"," ",0.437610,18.800000,30.878000,31.524189,25.856000,27.721000,0.837000,0.072000,0.077000,"2015-09-09","11:55:21 AM","Grass: Native","10 cm"," "," ","0","None","None",6127621.527827,434439.721648,144.100000
,"73"," ",0.510237,18.600000,38.150000,39.374102,37.285000,39.931000,0.977000,0.104000,0.111000,"2015-09-09","11:56:52 AM","Grass: Native","10 cm"," "," ","0","None","None",6127627.449957,434492.158115,142.400000
,"74"," ",0.402501,18.600000,27.214000,28.041904,26.054000,27.841000,0.957000,0.072000,0.077000,"2015-09-09","11:58:18 AM","Grass: Native","10 cm"," "," ","0","None","None",6127632.140201,434553.273939,146.100000
,"75"," ",0.482039,18.800000,34.982000,36.222818,36.370000,38.865000,1.040000,0.101000,0.108000,"2015-09-09","11:59:32 AM","Grass: Native","10 cm"," "," ","0","None","None",6127629.364766,434604.403885,143.200000
,"76"," ",0.393394,18.900000,26.774000,27.171970,20.378000,21.752000,0.761000,0.057000,0.060000,"2015-09-09","12:01:19 PM","Grass: Native","10 cm"," "," ","0","None","None",6127624.141536,434649.314699,143.100000
,"77"," ",0.350215,18.900000,22.871000,23.233697,17.725000,18.920000,0.775000,0.049000,0.053000,"2015-09-09","12:01:52 PM","Grass: Native","10 cm"," "," ","0","None","None",6127623.036907,434649.931069,142.500000
,"78"," ",0.433524,18.900000,30.533000,31.108367,24.965000,26.617000,0.818000,0.069000,0.074000,"2015-09-09","12:03:01 PM","Grass: Native","10 cm"," "," ","0","None","None",6127622.842263,434648.563447,143.700000
,"79"," ",0.437329,18.600000,30.971000,31.495477,24.099000,25.751000,0.778000,0.067000,0.072000,"2015-09-09","12:05:00 PM","Grass: Native","30 cm"," "," ","0","None","None",6127623.375836,434697.235789,143.200000
,"80"," ",0.472306,18.600000,34.258000,35.165501,30.938000,33.134000,0.903000,0.086000,0.092000,"2015-09-09","12:06:24 PM","Grass: Native","10 cm"," "," ","0","None","None",6127624.312558,434750.620747,142.200000
,"81"," ",0.329390,18.600000,21.593000,21.444491,9.955000,10.650000,0.461000,0.028000,0.030000,"2015-09-09","12:07:36 PM","Grass: Native","10 cm"," "," ","0","None","None",6127623.513693,434793.978662,141.700000
,"82"," ",0.318264,18.400000,20.273000,20.517916,14.335000,15.353000,0.707000,0.040000,0.043000,"2015-09-09","12:09:02 PM","Bare Soil","0 cm"," "," ","0","None","None",6127622.396048,434844.488148,142.500000
,"83"," ",0.426728,18.200000,30.156000,30.423077,19.885000,21.390000,0.659000,0.055000,0.059000,"2015-09-09","12:11:22 PM","Grass: Native","10 cm"," "," ","0","None","None",6127624.128792,434905.929392,141.900000
,"84"," ",0.439398,18.200000,31.780000,31.706914,16.548000,17.802000,0.521000,0.046000,0.049000,"2015-09-09","12:12:05 PM","Grass: Native","10 cm"," "," ","0","None","None",6127623.751527,434904.867295,142.000000
,"85"," ",0.433627,18.400000,30.966000,31.118889,18.968000,20.404000,0.613000,0.053000,0.057000,"2015-09-09","12:12:45 PM","Grass: Native","10 cm"," "," ","0","None","None",6127623.382950,434905.022039,142.200000
,"86"," ",0.329326,18.000000,21.575000,21.439106,10.188000,10.984000,0.472000,0.028000,0.031000,"2015-09-09","12:15:23 PM","Grass: Native","10 cm"," "," ","0","None","None",6127621.375254,434960.405455,141.800000
,"87"," ",0.336664,18.400000,22.309000,22.061319,9.073000,9.771000,0.407000,0.025000,0.027000,"2015-09-09","12:16:59 PM","Grass: Native","30 cm"," "," ","0","None","None",6127613.808177,435013.850994,141.200000
,"88"," ",0.424594,18.400000,30.121000,30.209443,17.679000,19.017000,0.587000,0.049000,0.053000,"2015-09-09","12:18:14 PM","Grass: Native","10 cm"," "," ","0","None","None",6127610.794415,435057.833027,141.900000
,"89"," ",0.377729,18.400000,26.048000,25.707579,9.960000,10.703000,0.382000,0.028000,0.030000,"2015-09-09","12:20:09 PM","Grass: Native","10 cm"," "," ","0","None","None",6127613.307260,435125.201033,142.400000
,"90"," ",0.381923,18.600000,26.087000,26.095656,14.492000,15.538000,0.556000,0.040000,0.043000,"2015-09-09","12:23:15 PM","Grass: Native","20 cm"," "," ","0","None","None",6127625.339908,435153.712628,142.700000
,"91"," ",0.383448,18.600000,26.255000,26.237448,14.237000,15.265000,0.542000,0.040000,0.042000,"2015-09-09","12:23:49 PM","Grass: Native","20 cm"," "," ","0","None","None",6127625.534476,435155.080260,143.000000
,"92"," ",0.387366,18.600000,26.566000,26.603658,15.140000,16.233000,0.570000,0.042000,0.045000,"2015-09-09","12:24:29 PM","Grass: Native","20 cm"," "," ","0","None","None",6127624.795149,435155.085518,142.800000
,"93"," ",0.413839,18.000000,29.208000,29.144223,15.257000,16.431000,0.522000,0.042000,0.046000,"2015-09-09","12:31:57 PM","Grass: Native","20 cm"," "," ","0","None","None",6127624.935800,435226.881758,141.900000
,"94"," ",0.470137,18.200000,34.201000,34.932044,27.872000,29.983000,0.815000,0.077000,0.083000,"2015-09-09","12:34:04 PM","Grass: Native","30 cm"," "," ","0","None","None",6127617.211484,435284.435209,142.100000
,"95"," ",0.462102,18.400000,33.220000,34.073921,29.215000,31.392000,0.879000,0.081000,0.087000,"2015-09-09","12:36:10 PM","Grass: Pasture","40 cm"," "," ","0","None","None",6127620.374613,435339.477541,142.400000
,"96"," ",0.491275,18.600000,35.994000,37.240490,36.311000,38.975000,1.009000,0.101000,0.108000,"2015-09-09","12:41:23 PM","Grass: Native","10 cm"," "," ","0","None","None",6127625.821128,435403.782599,142.100000
,"97"," ",0.455091,18.900000,32.452000,33.333883,30.144000,32.319000,0.929000,0.084000,0.090000,"2015-09-09","12:42:11 PM","Grass: Native","10 cm"," "," ","0","None","None",6127626.009193,435404.237604,141.900000
,"98"," ",0.444793,19.500000,31.721000,32.261675,25.933000,27.681000,0.818000,0.072000,0.077000,"2015-09-09","12:42:55 PM","Grass: Native","10 cm"," "," ","0","Drip","None",6127624.716449,435404.398876,142.100000
,"99"," ",0.319047,19.300000,20.633000,20.582450,10.715000,11.386000,0.519000,0.030000,0.032000,"2015-09-09","12:45:47 PM","Grass: Native","10 cm"," "," ","0","None","None",6127627.897156,435462.027066,141.100000
,"100"," ",0.336927,19.100000,22.202000,22.083729,10.584000,11.297000,0.477000,0.029000,0.031000,"2015-09-09","12:48:20 PM","Grass: Native","10 cm"," "," ","0","None","None",6127626.985386,435516.033524,143.000000
,"101"," ",0.334571,19.300000,22.053000,21.882938,9.689000,10.319000,0.439000,0.027000,0.029000,"2015-09-09","12:49:33 PM","Grass: Native","0 cm"," "," ","0","None","None",6127624.895511,435560.313080,143.400000
,"102"," ",0.388973,19.300000,26.843000,26.754545,13.585000,14.451000,0.506000,0.038000,0.040000,"2015-09-09","12:50:39 PM","Grass: Native","0 cm"," "," ","0","None","None",6127621.117228,435601.105945,143.200000
,"103"," ",0.522114,18.900000,39.696000,40.740832,36.646000,39.028000,0.923000,0.102000,0.108000,"2015-09-09","12:52:47 PM","Grass: Native","0 cm"," "," ","0","None","None",6127624.814690,435653.558672,142.300000
,"104"," ",0.511001,18.900000,38.698000,39.461330,32.116000,34.243000,0.830000,0.089000,0.095000,"2015-09-09","12:53:25 PM","Grass: Native","10 cm"," "," ","0","None","None",6127624.822204,435654.623407,142.400000
,"105"," ",0.476418,19.300000,34.492000,35.610340,35.845000,38.218000,1.039000,0.100000,0.106000,"2015-09-09","12:54:13 PM","Grass: Native","10 cm"," "," ","0","None","None",6127623.525163,435654.176223,142.100000
,"106"," ",0.319284,17.300000,20.761000,20.602030,9.441000,10.391000,0.455000,0.026000,0.029000,"2015-09-09","1:08:37 PM"," "," "," "," ","0"," ","None",6127886.558834,435263.204609,141.400000
,"107"," ",0.110292,17.300000,6.904000,6.964422,4.365000,4.793000,0.632000,0.012000,0.013000,"2015-09-09","2:02:32 PM","Grass: Pasture","0 cm"," "," ","0","None","None",6128034.922340,435960.987993,142.700000
,"108"," ",0.428174,17.000000,29.122000,30.568240,30.404000,33.643000,1.044000,0.085000,0.094000,"2015-09-09","2:03:35 PM","Grass: Native","0 cm"," "," ","0","None","None",6128034.739645,435961.293514,143.200000
,"109"," ",0.458721,17.300000,33.603000,33.716048,19.213000,21.191000,0.572000,0.053000,0.059000,"2015-09-09","2:04:12 PM","Grass: Native","0 cm"," "," ","0","None","None",6128034.553745,435961.142701,142.900000
,"110"," ",0.258017,17.000000,15.472000,15.856072,12.285000,13.507000,0.794000,0.034000,0.038000,"2015-09-09","2:06:07 PM","Bare Soil","0 cm"," "," ","0","None","None",6128033.437076,436012.718961,142.300000
,"111"," ",0.467914,17.000000,33.637000,34.693580,28.875000,31.883000,0.858000,0.080000,0.089000,"2015-09-09","2:07:44 PM","Grass: Native","0 cm"," "," ","0","None","None",6128029.535914,436062.641414,143.500000
,"112"," ",0.453023,17.000000,31.820000,33.117232,30.444000,33.544000,0.957000,0.085000,0.093000,"2015-09-09","2:09:19 PM","Grass: Native","0 cm"," "," ","0","None","None",6128029.537251,436115.578857,144.100000
,"113"," ",0.275151,16.700000,16.663000,17.120840,13.444000,14.861000,0.807000,0.037000,0.041000,"2015-09-09","2:12:40 PM","Grass: Native","10 cm"," "," ","0","None","None",6128024.467969,436157.142861,142.900000
,"114"," ",0.321408,16.300000,20.675000,20.777682,11.960000,13.290000,0.578000,0.033000,0.037000,"2015-09-09","2:14:26 PM","Grass: Native","0 cm"," "," ","0","None","None",6128028.006091,436213.706374,143.000000
,"115"," ",0.278970,16.200000,16.898000,17.409377,13.711000,15.268000,0.811000,0.038000,0.042000,"2015-09-09","2:15:13 PM","Grass: Native","10 cm"," "," ","0","None","None",6128028.193051,436214.009305,143.300000
,"116"," ",0.366370,16.300000,23.985000,24.671078,19.144000,21.342000,0.798000,0.053000,0.059000,"2015-09-09","2:15:53 PM","Grass: Native","0 cm"," "," ","0","Drip","None",6128027.087255,436214.473397,143.600000
,"117"," ",0.294006,16.000000,18.592000,18.568717,9.634000,10.751000,0.518000,0.027000,0.030000,"2015-09-09","2:17:18 PM","Grass: Native","0 cm"," "," ","0","None","None",6128029.982285,436258.415553,144.300000
,"118"," ",0.368188,16.200000,25.209000,24.835524,9.880000,11.038000,0.392000,0.027000,0.031000,"2015-09-09","2:20:08 PM","Grass: Native","0 cm"," "," ","0","None","None",6128025.819508,436297.539225,144.300000
,"119"," ",0.240819,16.000000,14.385000,14.635447,9.874000,11.030000,0.686000,0.027000,0.031000,"2015-09-09","2:21:36 PM","Bare Soil"," "," "," ","0","None","None",6128029.254827,436339.500071,145.900000
,"120"," ",0.469186,15.700000,33.374000,34.829934,30.234000,33.953000,0.906000,0.084000,0.094000,"2015-09-09","2:24:31 PM","Bare Soil"," "," "," ","0","None","None",6128030.989123,436402.617352,144.200000
,"121"," ",0.460514,15.400000,33.178000,33.905670,23.470000,26.496000,0.707000,0.065000,0.074000,"2015-09-09","2:38:21 PM","Grass: Native","0 cm"," "," ","0","None","None",6128273.755366,436095.461076,146.900000
,"122"," ",0.408489,15.400000,28.260000,28.621459,17.843000,20.122000,0.631000,0.050000,0.056000,"2015-09-09","2:40:50 PM","Grass: Native","10 cm"," "," ","0","None","None",6128269.627897,436034.032253,145.200000
,"123"," ",0.343421,15.000000,22.820000,22.642070,10.479000,11.867000,0.459000,0.029000,0.033000,"2015-09-09","2:42:50 PM","Grass: Native","10 cm"," "," ","0","None","None",6128285.196863,435961.055931,142.400000
